email_custom_domain,same_email_domain_count,projects_count,strings_count,members_count,has_private_project,same_login_and_project_name,days_after_last_login,country,purchase
1,769,53,5,350,1,LvauJoEgpl,87,USA,0
1,284,90,74,585,1,bRZkeJDTmM,13,USA,1
1,636,61,34,523,0,OdFZkNlLKE,10,China,1
1,375,36,18,460,0,XZsHmfTePW,73,Italy,0
0,176,18,46,686,0,sjMPkYWZvl,39,France,1
1,699,1,99,136,1,ClxrmcGBDU,21,Germany,1
0,877,45,10,161,0,XfZQBmGrER,30,USA,1
0,659,74,91,109,1,XrigTpuRjE,0,USA,1
1,23,93,9,327,0,WpSToKycrq,78,China,1
0,204,45,85,430,0,RslUAEKSph,55,China,0
1,277,98,5,377,0,yqZGnEBeaY,74,USA,1
0,463,6,36,583,1,CNDljmVkgr,32,Germany,1
0,69,30,78,559,0,RoXixVFCJf,57,China,0
1,184,10,36,601,0,ZmlVtuUIwR,91,USA,1
1,204,75,10,820,0,IHNBQgtKMu,41,Italy,1
1,240,62,34,466,0,XCyQfKHnrz,34,Germany,1
0,341,85,73,959,1,zDBncgpewS,73,Italy,0
0,880,96,2,312,1,ciRvBHfulI,34,Spain,1
1,928,48,45,831,1,UtCEDfIAob,21,Spain,0
0,812,56,41,586,0,qsNJodplOP,38,Polland,0
0,658,91,36,936,1,ysljUNCEIL,67,USA,1
0,869,11,86,232,0,VkmvRJDKYn,44,Japan,0
1,619,55,9,224,1,voDsLKtHeb,32,Spain,0
1,284,59,100,522,1,pctYvWionb,73,Germany,1
0,454,59,96,697,0,XoiyxDWFhk,69,Germany,0
0,504,47,5,435,0,aTlYkrVZPA,67,Japan,0
0,425,97,80,882,0,OkclWZtiNa,58,Japan,0
1,230,19,67,890,0,HfNrnqsJGI,53,USA,0
1,547,78,38,420,1,UfMaeyFThm,51,Japan,0
0,541,97,30,828,1,CRpkwxGVnE,69,USA,1
0,980,70,86,758,0,EHscnIYJCB,52,USA,0
1,542,66,66,52,1,zdpKWtbYGM,74,USA,1
1,101,49,43,297,1,LeuEkxzjpc,10,Japan,0
0,121,48,55,394,0,gBIKSVtrRy,8,China,1
1,738,85,17,374,1,TWNELgKqRD,27,Spain,1
1,788,32,46,71,0,gyReiwWbIE,33,"Saudi Arabia",1
1,757,30,20,969,1,WPvuzBpQtO,67,USA,0
0,927,40,43,687,1,SNYpIsTLab,64,Germany,1
1,951,16,19,213,0,UfBvxNEOTW,70,Spain,1
0,537,70,26,166,0,nVLzxmyZiX,51,USA,1
0,712,28,63,265,0,NZTbwBfqGi,83,"Saudi Arabia",1
0,128,52,70,411,0,NTMKBtzqpm,0,Ukraine,0
1,963,36,93,919,0,lEqVSTzAYQ,42,Spain,1
0,573,98,40,749,1,zBZXipxrcQ,87,USA,1
1,478,1,26,195,0,eOlgKMTrmi,84,USA,1
1,174,28,49,439,0,CQSLAidTvl,53,Polland,0
1,155,30,48,381,0,dfvGAnjwPI,56,USA,1
0,960,26,3,190,0,TDgvcAyIhB,96,Japan,0
1,203,50,41,706,0,uOWveRAqPf,55,"Saudi Arabia",1
0,422,39,56,650,1,iFgxuBhOAH,58,USA,1
0,15,94,52,849,1,LDikNIEvdO,39,France,1
1,935,24,20,943,0,inDBNxhCXe,44,Germany,1
0,172,100,96,763,0,ROxzDMkbgf,75,Japan,0
1,731,87,13,192,1,YzoPvSyGBO,88,USA,1
1,290,65,30,208,1,PulEKvTbxR,67,"Saudi Arabia",1
1,215,86,61,284,0,XYwybhWsmE,64,France,0
1,946,2,52,105,0,vtAoMFbwaD,62,USA,1
0,788,63,79,303,1,WrihYMFLgG,77,Italy,0
1,359,55,44,213,0,CZPcdVmeRK,37,Polland,0
0,915,64,90,27,0,uIwCZVOrKb,63,USA,1
1,551,72,15,666,1,GwdJIXRlsU,9,USA,1
1,900,72,76,152,0,hotSRUmMcu,41,USA,1
0,489,9,12,867,1,UXAmuKDsza,52,Germany,0
0,189,4,62,74,1,JkwFxDOUYK,46,France,1
1,525,9,74,883,0,jOxEHwranm,13,"Saudi Arabia",1
0,624,14,69,310,1,QWxulIyjqL,63,France,0
1,611,88,97,245,1,KDshdFqWoM,32,China,0
1,778,89,84,162,1,lBCHwuFMas,46,USA,0
0,347,56,20,987,0,oBKxYJwaVt,68,Polland,0
1,904,71,45,239,0,AnaipEfmFR,42,USA,0
1,651,71,87,979,0,aFnXsGfdMi,66,France,0
0,429,68,46,9,0,SsemYpZckK,46,Spain,0
1,763,39,91,106,1,rgPasIWwpc,34,Italy,0
1,750,91,58,720,0,slChZPHdkw,84,France,1
0,847,80,6,842,1,xIiydfrNnS,3,Ukraine,1
0,233,88,59,423,1,IwcnJqmXAz,91,Germany,1
1,534,82,14,574,1,BisKqEkDYG,7,Italy,0
1,689,53,75,891,0,fHjCDLXrpT,96,Spain,0
1,213,56,74,716,0,HhLfSMDsqo,1,Japan,1
1,783,73,70,713,1,tdpMHgACRI,3,"Saudi Arabia",1
0,712,25,100,481,1,FNitwnWlPG,2,Japan,1
1,975,33,19,143,1,mlqgTHnKoR,90,Ukraine,0
1,914,29,10,361,1,fJzwDaSQVZ,82,Spain,0
1,117,35,5,249,0,ymkqNZzeLM,35,Germany,1
0,575,74,51,230,1,WxKbOVJPgR,23,Germany,1
1,622,86,61,780,1,WytKLrduJR,23,France,1
1,330,70,14,599,1,ROWbXepqQy,80,Germany,1
1,507,87,42,183,0,dCraOkfvlt,54,Japan,1
0,289,65,26,490,1,czFntXuClK,98,France,0
0,964,74,80,633,1,LARUXaQCrK,61,USA,1
1,392,47,96,658,0,dXOZQHnxMF,24,Japan,0
1,332,67,45,346,0,AtzOuJYhXn,84,USA,0
0,752,45,19,887,0,WLaugqecCz,85,USA,1
0,486,74,65,159,0,KUExosSpXI,98,China,0
1,506,20,18,885,1,SlJRXVjGPO,33,China,0
0,436,76,64,364,0,KAMsXbCOcN,34,USA,1
0,123,34,55,631,0,tdmscOgMeR,62,Japan,0
1,437,59,42,614,1,iTCPJYstSA,2,USA,1
0,64,56,84,107,0,NwLlYcXuom,80,USA,0
1,161,33,76,651,0,ombVTtxGIF,96,"Saudi Arabia",1
1,322,45,95,216,1,TXxlrNnBvq,76,USA,1
0,467,6,100,111,1,onPfBxwFpj,53,"Saudi Arabia",1
1,203,37,73,434,0,hyOQATXrnz,78,China,1
0,723,24,70,85,1,lNTyjRZVip,33,USA,0
0,101,74,23,307,1,krsnpDyGtz,97,China,1
0,300,79,18,796,0,DgQnOMXIrf,61,France,1
1,12,32,24,132,0,zMvmtyJGEU,8,Japan,0
0,21,88,20,790,0,VeXKJCtOyP,93,Polland,1
1,123,85,36,86,1,HSigWIjRqE,41,USA,1
1,417,37,52,537,0,VMwlgrjpun,28,Germany,1
1,274,81,29,785,0,QrjEcSNyKx,30,USA,0
0,673,65,93,260,1,uxmeSIRckz,100,Spain,1
0,605,46,100,589,0,yQKtmwgYMc,43,Italy,0
1,523,38,36,762,1,TUhIGBDpOi,19,Spain,1
1,132,51,92,184,0,NkfxlBeDLu,23,Spain,1
0,554,50,23,770,0,YIvrNHFThO,44,USA,0
1,196,96,34,852,0,wksNHAXeMm,91,"Saudi Arabia",1
1,559,24,28,769,0,ZGLPApxJbd,75,China,1
1,332,33,4,746,0,vnNbZfzjEM,59,USA,1
0,454,30,14,797,0,YGUmqsOcwL,4,Japan,0
0,588,33,20,788,1,HMGVRZIFUA,25,USA,0
1,519,5,60,111,0,pkSRlUbHjP,2,Germany,1
1,780,93,59,791,1,KefFSMOLrP,16,Spain,0
1,905,70,15,387,1,UVrSGkHuXs,76,USA,0
0,530,81,97,668,0,uDJpmicEkW,30,USA,0
0,719,85,23,814,1,PeporAvHLC,78,USA,0
1,345,11,45,538,0,ZtBkboSwGL,90,"Saudi Arabia",0
0,563,4,73,74,1,sRcOJlWktu,36,USA,1
0,939,96,22,356,1,BPpwJyZxgd,64,China,0
1,440,84,90,296,0,FkQicjuUSR,2,Germany,1
1,810,26,92,923,0,zxMLbFsfVD,82,France,1
1,534,38,34,703,1,nfUumCalwF,78,USA,1
0,376,36,94,370,1,xvjuRVwrzA,58,Japan,0
1,791,97,12,535,1,GFfaHnMjyN,71,USA,0
1,870,17,27,325,0,CEvRoOMPtD,62,USA,1
1,109,99,52,696,0,ZFaouvmlLj,83,USA,1
0,222,84,90,210,1,wgnLfFZYCc,40,USA,1
1,214,97,19,633,0,DAJnavcCTm,38,USA,0
0,987,68,20,859,1,KfjDAznIcF,24,Japan,0
1,306,47,67,468,0,iBKwOcyWpz,68,Polland,1
1,98,53,75,197,1,LGVFMWsQdu,35,"Saudi Arabia",1
1,616,56,93,238,1,tLoihQRPaW,11,USA,0
0,102,92,69,829,0,vOJDeIPMKB,48,USA,1
1,434,18,11,664,1,JNkVTQfewj,40,USA,0
1,803,78,72,208,1,ZUVkfHEKNu,87,Italy,0
0,630,63,55,504,0,BvRjQqDiJK,5,"Saudi Arabia",1
1,829,29,18,231,0,iLQjVcxZhG,71,France,1
0,512,34,4,818,0,RkBgLnzQOZ,64,Spain,1
0,460,82,75,740,0,AVZEXqTCDd,67,USA,0
0,445,32,48,347,1,QdhNDgtukT,95,Spain,1
1,657,81,1,453,0,xXPDJmdnkR,87,Polland,1
1,71,86,80,402,1,rMGhfOEypW,39,USA,0
0,797,10,30,298,0,FYxGJZrIdS,31,USA,0
1,533,94,6,55,1,CJUSHrDlGF,95,France,0
0,742,11,40,234,0,wTZuVyoazs,20,Polland,1
0,215,30,90,673,1,HSjfgwyRzi,4,Japan,0
0,953,48,23,570,1,kXthrZBSuy,45,Japan,0
1,377,75,70,461,0,BiofTyKYEA,55,"Saudi Arabia",1
1,70,7,11,168,1,HzkgEMeTWC,7,Germany,1
0,95,29,83,391,1,qoRtHOCykN,57,Ukraine,1
1,444,25,93,208,1,cTwAgnXObS,0,USA,1
0,510,97,22,715,0,MfPCGWtqJy,9,France,0
1,927,5,99,841,0,zuVbPGeXMC,65,China,0
1,284,78,28,474,0,FEnRTqMZKC,74,Japan,0
1,711,77,50,573,0,VIZghQBzyF,95,China,0
0,195,15,74,687,0,MGYwiJfFDt,73,Italy,0
1,32,8,48,881,1,OmtExUbavk,84,Germany,1
1,551,68,19,973,1,dZCzmIGVEe,25,Spain,1
0,306,20,88,479,1,BzicRmyTYI,5,USA,1
1,959,73,65,887,0,UkbAqCTpve,83,Spain,0
1,978,9,67,429,1,bfcwRKMNYy,96,USA,1
1,727,95,70,894,0,ynsTEvQpIU,49,China,0
1,111,83,78,425,1,VlmXtiKgJp,75,USA,0
1,212,17,73,91,0,jqmQUBwZWG,60,USA,1
0,621,66,27,962,1,AfDrlnySMU,69,USA,0
1,59,64,97,500,0,VnKFOtybHY,18,USA,0
1,844,23,73,61,1,LybROWpUXE,2,Ukraine,0
1,623,14,19,523,1,JbSChizkNX,67,USA,1
1,884,36,26,660,1,wfVGHSDzZi,96,Japan,0
0,384,91,36,152,1,oEZxenUbFk,86,Italy,0
1,705,67,46,624,1,XLlVRCTQGq,6,Ukraine,1
1,615,8,17,508,1,SFvYzLEfDI,96,China,0
1,739,87,96,336,1,tMnkodHquK,70,Germany,1
0,114,55,92,882,1,YDHOeyLxtz,11,Ukraine,1
0,737,4,8,822,0,ryCJIXkhPO,46,"Saudi Arabia",1
1,310,84,8,905,0,GKslQWhILF,97,Italy,0
0,340,25,25,939,0,onZaUdAsNC,29,"Saudi Arabia",1
1,808,100,75,168,1,MlQoSCaTmy,94,USA,1
1,307,40,79,678,0,JiUFvtIsqm,16,China,0
1,285,45,63,432,1,xkuNCEAOWK,35,China,0
0,628,48,41,512,1,IpajXVmgUb,17,USA,0
1,103,87,41,512,1,yxJIUjkdGN,52,Polland,1
0,282,58,81,514,0,vtmFVTYUXg,35,Ukraine,0
1,629,44,52,925,0,sEYOvTQBeW,28,USA,0
1,557,19,36,588,0,LvuoHNUCKA,14,Germany,0
1,457,38,98,405,0,IlZeYXqfvP,66,USA,1
0,759,8,32,341,0,LoFWRsBJwf,31,"Saudi Arabia",0
1,659,36,66,88,1,eyMWpoHSCc,11,Italy,0
1,825,28,74,33,0,doLnVakvZF,95,France,1
0,187,40,96,459,0,FUNbXaGQzR,78,USA,1
0,479,56,37,618,1,ATHCMtedNX,57,Germany,1
1,873,32,49,415,1,IikrqBRQhd,78,USA,0
0,51,74,29,837,0,vedqQFGEOh,5,Italy,0
0,746,45,8,11,0,hyJkSQEcmP,21,Polland,0
0,333,8,1,992,0,RShvzkFQAf,66,"Saudi Arabia",1
0,601,67,65,939,1,yhxzOEGBXN,34,USA,1
0,213,45,99,549,0,cOtHEZmzuN,70,Germany,0
0,257,57,59,376,0,eJdqDyTGIl,90,USA,0
1,495,50,88,90,1,LTKicGyupz,51,Spain,0
1,388,35,72,531,1,zfqIByPRma,9,Ukraine,1
1,452,59,91,251,1,AiBLpFKIOf,82,Germany,1
0,5,89,60,872,0,jPbHrSQfyC,64,Germany,0
0,754,79,16,168,1,UcyBAhboKn,61,USA,0
0,807,56,42,212,0,srZIykjFpJ,98,Polland,0
0,24,70,7,457,0,kfnzGTbVFW,53,USA,0
1,298,47,0,754,1,fEBILNMhrn,5,Ukraine,1
0,68,63,14,212,0,yHUGgzTQEi,44,USA,1
1,291,88,26,615,1,eopPixSKBJ,92,USA,1
0,596,90,75,269,0,dMkYfzZUnG,33,France,1
0,26,92,17,185,1,ZtrwivbLDc,14,USA,1
0,39,59,54,366,0,DgcyUqrTmY,63,"Saudi Arabia",1
1,671,61,21,992,0,XmOnBHZkep,66,Germany,1
1,357,30,21,431,0,xIEsrgyuPj,24,Spain,0
1,825,29,48,661,1,lkTrgKmJOY,62,France,1
1,222,47,0,591,1,YvxVzbWQkM,81,USA,1
0,149,1,19,166,1,mlethIYGcx,49,Italy,1
0,594,30,76,123,0,QYsdHbTWIh,4,Spain,1
1,260,21,49,754,1,AbVMrXzQns,81,Japan,0
0,609,37,32,510,1,XNFVLdRPuJ,30,USA,0
0,358,67,62,517,0,vLguKFxNDB,60,Japan,0
1,806,13,58,392,1,PyLZaFQhCx,23,USA,1
1,569,43,26,911,1,IDGVZKWnPy,46,USA,0
0,245,12,1,23,1,VGBxYjzsdf,92,"Saudi Arabia",1
0,239,71,31,705,1,pbBJNtjniz,70,Ukraine,0
1,587,45,95,613,1,AKwlxDHjgf,22,Germany,0
0,896,35,15,874,1,DNwnMPeWAt,58,"Saudi Arabia",0
0,431,10,48,167,1,QmlbqnkHEW,82,Spain,0
0,642,13,87,616,1,KbdMjPtVmN,74,USA,1
0,544,76,45,224,0,TSJZlhQisr,92,Germany,1
1,518,33,72,855,1,bwavfuMZFs,43,USA,1
0,425,100,81,48,0,HaFgZUuorC,60,Spain,1
0,184,29,47,813,1,lBgAtnNahq,43,Ukraine,0
0,958,64,91,186,0,OyskbpwqTl,63,China,1
0,19,8,15,603,0,cLjsFpCNWM,84,Japan,0
0,429,86,90,738,1,tFTckKHCMa,51,Japan,0
1,407,41,71,888,0,TcMugGIspd,30,"Saudi Arabia",1
1,489,3,81,644,1,VyXOeHUMIL,82,Spain,0
1,816,5,18,384,1,wymJBnesKi,67,Spain,1
0,143,40,46,291,1,vOQnFLeAzk,97,France,1
0,401,47,25,911,0,tbeBgXvRnG,36,USA,1
0,500,86,39,146,1,AsgGTrWazF,15,USA,1
0,228,10,31,862,0,cIBZJVaKWY,62,USA,0
0,306,33,6,860,0,IKFPvXBZqa,64,USA,1
0,638,25,61,126,1,ZfexglLMEG,2,Germany,1
1,457,89,16,517,0,SGOvoBtIKE,18,China,0
1,17,28,22,327,1,IcFKQemfqZ,71,USA,1
1,467,63,36,882,0,CfzneklcwX,65,Spain,1
0,346,64,71,63,0,QFzrydEJaq,74,China,1
0,273,16,16,88,1,MUHYLIXTek,4,Spain,0
1,623,85,38,315,0,wlNkdaLUog,2,USA,1
0,30,62,65,840,0,ZjdfhnCmuz,44,Polland,0
1,884,38,57,816,0,LxEVIYgDBH,64,France,0
1,308,88,37,122,0,rdizctKGEI,73,USA,1
0,941,27,85,9,1,glrzkPUBaj,16,"Saudi Arabia",0
0,168,26,91,19,0,lRkQnopqsH,17,Italy,0
0,360,61,33,97,0,gqvhxHlJNm,94,USA,0
1,29,32,89,495,1,NgBHyTIihs,41,Spain,0
1,71,8,26,201,1,ULYOntScWA,53,France,1
0,927,37,54,806,1,fzeIakdUil,13,USA,1
1,432,1,39,875,0,gSqZRfylAb,35,Spain,0
0,414,46,72,194,1,qeAOKgtlXi,33,"Saudi Arabia",1
1,688,38,67,958,1,YNpsrqCAUX,33,Polland,0
1,880,19,100,963,1,shumSVXbKf,79,Germany,0
0,847,26,9,808,1,ESuGhUqVmO,38,USA,1
1,143,81,22,334,1,vObgkWhRmT,62,Germany,1
0,394,99,56,389,0,XPrEwpyJGW,50,USA,1
1,174,6,40,421,0,LGwIEubfoH,23,Japan,0
0,513,98,41,730,1,pNkwxQofbL,96,USA,0
1,596,96,73,28,1,HyKFnjWoux,33,China,1
0,900,19,88,543,1,FgaWeqMDYZ,83,USA,1
0,993,36,68,496,0,bXAnwmHKZr,15,Germany,1
0,445,69,40,997,0,xCTKEwbeFt,49,USA,1
0,327,17,8,473,0,uNQPqtcDwp,61,Japan,0
1,963,68,16,708,1,BwaZDzPISi,65,Japan,1
0,947,33,76,389,1,ahrHTifYUC,69,USA,0
0,412,87,11,65,0,TKMVYXFOsm,75,China,0
1,801,61,95,973,0,GimNBLWwhX,25,China,0
1,477,43,13,602,0,gYUROTBhjJ,82,Spain,0
0,772,94,68,112,0,rZMyftpvSD,67,Germany,1
1,859,76,9,39,0,MOEYvhLJlc,34,USA,1
1,31,76,36,434,0,owKerXdsVv,70,USA,1
0,622,81,33,175,0,GUNofeKWZS,52,Japan,1
0,326,35,29,622,1,IYgWMvlmfK,49,Japan,0
0,292,74,20,821,1,cSAKavkNuL,81,"Saudi Arabia",0
0,169,14,6,663,0,BeifLvuTYh,86,USA,1
0,785,26,55,347,0,xaloSELWiv,91,France,0
1,857,45,52,69,1,qzoxjRceMg,43,Japan,1
1,399,13,58,220,0,xeGcCvNbJQ,48,Ukraine,0
0,942,7,73,354,0,CxQstqFBdz,88,France,1
0,216,61,83,358,1,yBudTEbGla,21,USA,1
1,99,87,88,328,1,UENHwtJZAS,35,"Saudi Arabia",1
0,149,44,53,347,1,rnsBMImeba,85,"Saudi Arabia",1
1,873,82,10,15,0,DoRQBVItHe,60,"Saudi Arabia",1
1,621,38,85,732,1,JEXtVZuBYL,78,"Saudi Arabia",1
1,941,44,4,973,0,lmDziBkJVN,10,USA,1
0,528,12,87,392,1,inQsdxGzlv,66,"Saudi Arabia",1
1,403,95,6,503,0,koZdmzLRlX,25,"Saudi Arabia",1
1,286,13,58,835,0,KnAvkFmNVP,71,Italy,0
1,900,83,11,687,1,OZgGbheFJM,34,Polland,0
0,724,75,0,186,1,vwKAuPCLJI,44,Spain,0
0,492,80,95,971,0,WCPfLsaGhm,74,China,1
0,634,14,42,235,0,EWDxZbhCOB,45,USA,1
1,907,82,46,142,0,NjfvALJezy,5,China,1
0,906,16,49,326,1,TkniSXowQh,35,Italy,0
0,559,76,31,5,0,lEBAHxILZQ,53,Germany,1
1,612,76,27,867,1,yefsiSoONa,48,Germany,0
0,131,59,14,908,0,iVOZCHnWXp,62,Germany,1
1,432,80,55,166,0,GjdvakOVTE,51,Japan,0
0,199,81,85,154,1,jIWMHAruTa,94,Italy,0
0,43,18,46,569,0,OdXFylzAVE,51,France,0
1,817,94,88,710,0,JqUnfzaTrA,16,"Saudi Arabia",1
1,653,95,84,699,0,YbkVqrDCJK,75,France,1
1,981,95,70,331,1,GTQWoYJvbj,19,"Saudi Arabia",1
1,350,41,81,245,1,NWwOzqgpMt,77,Polland,1
0,566,36,63,100,0,NpEeHVWlax,9,Italy,0
0,862,72,8,962,1,mSPOEyserl,75,Japan,0
0,253,45,70,599,0,xUoaCvhJtm,22,China,0
0,769,58,40,355,0,VRuxgqoiPG,9,Japan,0
0,490,81,74,724,1,ztwxFsjVlq,19,"Saudi Arabia",1
0,824,7,25,609,0,yFJfzpBXbH,95,Ukraine,1
1,718,16,49,680,1,iMjnPBvZAo,59,Spain,1
1,556,4,97,423,0,bgXfJVjspN,53,China,0
0,28,82,74,892,0,xIAFeKoapB,52,Spain,0
0,614,62,9,346,0,wnHYVokWKx,38,Germany,0
0,58,2,80,455,0,jhZcyGDtOF,58,China,1
0,618,50,85,33,0,GgNifZhHkw,5,Ukraine,0
0,242,84,97,172,0,mAcgPBYqjy,34,China,0
1,885,10,33,9,1,fnxqtXEweY,49,Spain,0
1,799,39,41,702,1,WqZYCTvRxH,62,USA,1
0,937,35,42,323,1,YidZWyaloB,57,Germany,1
0,645,81,8,271,0,gQkwbrNfiU,58,Germany,1
1,149,8,3,158,0,bKnGXYezQq,7,France,1
0,662,59,97,45,0,SQafriIdYz,6,Polland,1
1,260,53,89,293,0,TmeypakoEq,48,USA,1
1,169,90,28,102,1,cOZzkiYQWe,40,Spain,1
0,341,5,31,815,0,fTVkEORvrD,38,Ukraine,1
1,958,70,17,939,1,izWaUgYpFE,8,Spain,1
0,264,6,50,934,0,iPnOwSWEGj,65,Ukraine,0
1,189,5,7,9,0,TWlqaOsBIt,70,Germany,0
1,285,51,53,890,0,PRVWqIdGtN,54,USA,1
1,367,16,20,845,1,lEqGhucYRF,85,Japan,1
0,297,79,10,966,1,iVaTQwGCqk,94,Spain,0
0,823,33,66,840,1,AZyDmXOpsx,93,"Saudi Arabia",1
1,783,23,12,648,1,huZwPOygjp,18,Spain,1
1,478,67,46,530,1,QsCjWxtwpA,4,Ukraine,1
1,219,31,17,158,1,KEeOndMJpV,15,USA,0
0,645,1,16,982,1,ZuDELabqmv,25,USA,1
0,342,83,19,360,0,PHkUrtJTQp,70,USA,1
1,802,23,40,98,0,TiYkGjKOBy,67,"Saudi Arabia",1
0,726,89,64,668,0,DdPgCbuKBt,22,China,0
1,992,75,27,759,1,SkWfXTBbdL,35,Germany,1
0,34,38,93,425,1,auzUfYpeQD,84,USA,1
1,134,84,35,817,0,NAJrDavKXe,76,Spain,1
1,449,52,95,865,0,eLusipPOSH,4,Japan,1
0,417,59,38,306,0,eTyiXFYQnV,100,USA,1
0,375,42,69,102,0,PAUiHKyNTD,16,"Saudi Arabia",1
0,277,90,74,82,1,gyCFuBXPdK,74,Spain,0
1,636,6,17,17,1,oTwsOeZaYz,79,Italy,0
0,523,63,24,11,1,jmUixunzCt,86,USA,1
0,213,76,11,128,0,VHkAlaWLUt,94,Italy,0
1,666,24,64,750,1,usUNzOphcg,9,Italy,1
0,299,85,78,905,1,hclOFeqyKt,96,USA,1
1,937,45,32,520,1,IuHLxJZeBm,7,France,0
1,710,95,93,263,1,qiaBeYWsAI,28,"Saudi Arabia",1
1,158,49,82,189,0,WYgDErvfmZ,31,Japan,0
1,532,48,5,757,0,VNkKdzPYoW,54,"Saudi Arabia",0
1,276,67,5,927,0,TRcQaHXxGr,57,USA,1
1,170,46,28,255,0,ecTDOxGEvm,100,Polland,0
0,201,97,10,633,0,TrDkNjRpeK,90,USA,0
0,133,50,20,946,0,tEfWSTHRmk,28,Ukraine,0
1,416,87,86,213,0,PrfbuvqNpx,20,France,1
1,145,21,77,116,0,ZWHxehBqFM,94,China,0
1,370,31,95,678,1,ynRkhGLgEV,2,USA,1
0,469,87,81,306,0,TfHctdCwVo,13,China,0
1,405,88,22,314,0,rIkyaHuwep,24,Ukraine,1
0,911,15,12,394,1,syCKLQVpvU,58,Ukraine,0
1,867,95,90,994,1,GFlXoTVLKR,91,China,1
0,738,50,79,523,1,ALBNpVGYKU,57,Spain,0
0,225,40,30,638,0,wDvJFljydn,32,Polland,0
0,49,35,68,738,0,ITeWAmJogB,55,Spain,0
1,660,49,49,373,1,fBqKsoLaJh,57,"Saudi Arabia",1
1,856,42,29,423,1,xrOYsJavnu,54,USA,1
0,39,99,57,52,0,TFYKmOHVis,74,China,0
0,263,40,89,190,1,qMFoanJkSQ,57,Polland,1
1,92,49,29,972,0,ldTvnJWSwp,3,Germany,0
1,381,62,97,616,1,WfrLpjolwJ,66,"Saudi Arabia",1
0,322,57,75,63,1,lxMYKJgDwL,74,"Saudi Arabia",1
0,729,60,47,617,0,tpVYwSgmWb,27,USA,1
1,241,92,5,838,0,zsXVKDRnlq,27,USA,1
0,78,34,89,377,1,RFHiQNfTcI,48,Japan,0
1,804,48,57,55,1,LzoNpFAWxm,61,France,1
0,666,93,21,155,0,SyBmPvgATt,45,USA,1
0,799,2,93,56,1,HCFurdOtBk,27,Germany,1
1,122,26,37,996,0,zHoWvCnYtR,85,Polland,0
0,431,74,91,389,1,wQNCkviguG,84,Japan,0
1,88,52,67,218,0,qeyZfrDjCQ,64,Japan,0
0,27,57,21,973,0,gIajPAznqr,97,France,1
0,778,97,78,562,0,efMLGjADld,86,USA,1
0,590,88,40,181,1,jFHJzoIiMv,79,China,0
0,616,7,13,156,0,TJDaLXVAvR,61,Polland,1
0,698,61,75,622,1,MWdVvHaOCc,60,Germany,1
0,280,22,1,836,1,pPmjhKIuro,2,China,1
1,651,6,96,741,1,ZWXROoDsiL,3,China,0
1,739,41,38,314,0,cBVdyneQov,2,USA,0
1,61,88,72,163,0,iCNUErYhsR,98,USA,1
1,551,24,80,964,1,uCSGFgZWjb,55,USA,0
0,593,26,9,322,0,RUyOhroHgp,25,Germany,0
0,490,15,37,849,1,RjBCYTJUfo,4,Spain,1
1,224,11,88,127,1,aWZVYBeijS,18,Japan,0
0,688,21,62,677,0,RFoZfvyLBN,9,China,1
0,625,82,74,944,1,pRJLMBKgmH,85,China,0
0,40,12,13,241,0,yVDuPHelpS,89,France,0
0,131,72,13,266,0,tjDQzihIYf,52,"Saudi Arabia",1
1,78,53,73,153,1,WtREqVulZY,5,USA,1
1,577,33,86,954,0,szCitHLdyF,70,China,1
0,692,44,19,556,1,RxldSHtsiT,46,Polland,0
0,507,61,79,27,0,cWwxyftmIk,15,Polland,0
0,950,9,60,145,0,YUaSWkRIAf,37,Italy,0
0,483,8,58,813,1,jACQEDMxHW,39,Spain,1
0,918,4,84,859,0,dMmKPxjTrz,28,Germany,1
0,755,56,28,69,0,juthUXaIlc,22,France,1
1,968,9,13,221,0,RBFoCMzZmt,94,USA,1
0,268,89,90,162,1,jsUrfpltRy,96,Italy,0
0,932,9,45,630,1,yEHLKBcoSA,81,Italy,0
1,375,29,82,410,0,PkQERuTnLN,63,USA,0
1,109,27,45,46,0,OdSjGLhnMl,51,USA,0
1,820,92,83,184,1,hOzrukHqat,70,China,1
0,195,26,5,617,1,mPkbNlpxot,33,USA,1
1,644,48,98,507,1,DzrZTHyvEO,61,USA,1
0,617,54,91,623,0,fPGvWDRgTr,7,"Saudi Arabia",1
0,795,7,54,39,1,jGWSUxtpeD,6,Ukraine,0
0,914,11,5,397,0,sCtvdjYXFK,55,Germany,1
1,955,7,26,65,1,JwodaZYibs,2,France,1
1,460,26,50,622,0,SyksXInHCe,79,Spain,1
1,262,27,7,899,1,qBrFhEWvkn,86,Spain,0
0,480,19,0,349,1,xETivdbrVQ,35,France,1
1,478,82,29,702,0,dEJvROSwfH,50,USA,1
1,419,43,41,414,0,pJLAdmuBwl,38,Ukraine,1
0,187,50,49,960,0,KEsJQhPcpN,1,Germany,0
0,28,46,84,337,1,mEvAYaytoP,82,China,1
0,245,26,39,200,1,bFJpSCldxg,62,China,1
1,790,53,75,954,1,LgZlpcbteQ,33,USA,1
0,912,86,85,114,0,GZpBxUzjyJ,5,Germany,0
0,513,57,56,291,0,ZFOiPujtHD,59,Germany,1
1,605,43,30,505,1,tDHYdrzKIC,72,USA,1
0,115,95,68,864,0,lwHaObJhqx,1,Italy,0
1,612,83,48,854,1,hVsqQcerZG,74,USA,0
