email_custom_domain,same_email_domain_count,projects_count,strings_count,members_count,has_private_project,same_login_and_project_name,days_after_last_login,country,purchase
0,115,66,97,490,0,1,8,Polland,0
1,58,25,3,59,0,1,30,"Saudi Arabia",0
1,121,94,97,44,1,0,6,China,1
0,95,10,58,31,1,0,6,Italy,0
1,74,51,80,8,1,1,4,China,1
0,104,68,80,417,0,1,19,Japan,0
1,120,45,90,218,0,0,8,"Saudi Arabia",0
0,193,87,31,810,0,0,15,"Saudi Arabia",0
1,122,18,29,43,1,1,6,USA,1
0,38,75,0,28,1,1,3,"Saudi Arabia",1
0,48,88,8,19,1,1,0,France,0
1,115,91,60,6,1,1,3,Japan,1
0,175,65,81,18,1,1,25,Germany,0
0,91,86,0,20,1,1,26,USA,0
0,112,23,89,35,1,1,0,"Saudi Arabia",1
1,25,99,59,22,1,0,30,Ukraine,0
0,75,86,16,23,1,1,0,Germany,1
0,176,57,40,20,1,1,6,Polland,1
1,36,87,33,783,0,0,4,Ukraine,0
0,122,42,7,43,1,1,10,China,0
0,122,54,35,428,0,0,30,Spain,0
1,94,20,25,697,0,1,29,France,0
1,25,29,4,676,0,1,23,Italy,0
1,180,75,53,13,1,0,26,Japan,0
0,169,79,71,36,1,1,15,Spain,0
1,34,23,47,443,0,0,19,USA,0
0,99,50,46,306,0,0,12,Japan,0
0,134,88,63,917,0,1,2,France,0
1,140,41,39,24,1,1,0,China,1
1,87,12,66,21,1,1,14,Japan,0
1,167,56,75,724,0,1,0,Ukraine,0
1,189,10,75,692,0,1,18,Japan,0
1,24,6,63,490,0,0,12,Spain,0
0,55,43,97,30,1,1,12,Germany,0
0,78,99,27,24,1,0,5,Ukraine,0
1,31,59,80,33,1,0,4,"Saudi Arabia",1
1,136,92,45,30,1,1,0,USA,0
1,131,20,42,238,0,0,3,France,0
1,23,65,54,44,1,0,16,Italy,0
0,40,55,87,663,0,1,5,France,1
1,182,23,10,7,1,0,0,Ukraine,0
1,152,7,0,3,1,1,27,Japan,0
0,41,52,22,673,0,0,12,China,0
1,50,43,57,16,1,1,7,USA,1
0,77,81,59,41,1,0,11,Ukraine,0
0,175,39,58,11,1,1,6,Polland,0
0,106,19,25,476,0,0,8,France,0
0,158,44,92,40,1,1,12,China,0
1,147,93,96,3,1,1,7,Spain,1
1,165,96,77,14,1,0,6,Germany,1
1,119,17,50,23,1,0,20,Japan,0
1,151,22,72,26,1,1,5,Italy,0
1,29,38,64,19,1,1,7,France,1
1,90,80,75,25,1,0,14,Polland,0
1,134,65,45,698,0,0,27,France,0
1,118,70,88,17,1,1,25,Ukraine,0
1,11,27,13,28,1,1,9,Italy,0
0,69,22,11,26,1,1,5,Spain,1
0,38,46,97,975,0,1,23,Germany,0
0,178,8,71,9,1,0,4,Germany,1
0,66,17,58,28,1,1,9,Ukraine,0
0,109,66,2,746,0,1,11,USA,0
1,172,87,13,604,0,0,24,USA,0
0,50,12,51,42,1,0,4,Italy,0
0,118,54,64,24,1,1,7,"Saudi Arabia",1
0,165,27,2,8,1,0,1,USA,1
1,146,33,74,17,1,1,3,France,1
1,65,74,85,6,1,1,29,Ukraine,0
1,66,10,89,811,0,0,28,USA,0
1,64,18,33,13,0,0,11,China,0
0,142,1,82,32,1,1,6,France,0
1,71,54,94,754,0,1,20,Polland,0
1,96,14,31,378,0,0,11,"Saudi Arabia",0
1,71,12,88,31,1,1,1,France,1
0,69,78,57,3,1,0,7,"Saudi Arabia",1
1,5,6,13,13,1,1,24,Ukraine,0
0,46,77,100,178,0,0,28,"Saudi Arabia",0
0,84,85,27,995,0,1,16,"Saudi Arabia",0
1,140,77,51,37,0,0,0,Polland,1
0,120,50,7,14,1,0,27,France,0
1,87,64,45,370,0,0,2,Germany,1
1,29,40,87,32,1,1,25,Italy,0
0,20,73,90,744,0,0,25,Ukraine,0
0,143,15,0,31,1,1,2,France,0
1,192,22,2,3,1,1,18,Polland,0
1,50,98,34,949,0,0,12,"Saudi Arabia",0
0,151,32,12,4,1,0,14,Spain,0
1,1,9,90,963,0,0,14,Spain,0
0,65,88,62,2,1,0,20,USA,0
1,18,31,81,30,1,1,19,China,0
0,9,11,72,6,1,0,2,Spain,0
0,113,74,19,42,1,1,15,Polland,0
0,58,90,15,117,0,0,18,Japan,0
0,182,98,74,686,0,1,3,Polland,1
0,36,60,59,35,1,0,10,USA,0
1,52,51,75,402,0,1,16,Germany,0
1,138,2,80,944,0,0,1,France,1
0,10,3,40,40,1,1,7,Ukraine,0
0,157,94,14,49,1,0,25,Ukraine,0
0,92,96,15,13,1,0,20,"Saudi Arabia",0
1,42,91,78,29,1,0,27,Spain,0
1,11,70,87,1000,0,0,1,Ukraine,0
0,66,70,37,70,0,0,0,Germany,1
1,76,87,91,722,0,0,22,USA,0
1,70,78,87,912,0,0,21,Polland,0
0,10,80,27,508,0,0,18,"Saudi Arabia",0
1,139,32,5,48,1,1,1,"Saudi Arabia",1
1,64,65,64,771,0,1,22,China,0
1,180,44,46,20,1,1,6,Germany,1
1,199,42,84,48,1,1,27,Polland,0
0,103,18,9,37,1,1,4,Germany,1
0,28,31,30,36,1,0,27,Polland,0
0,30,61,4,608,0,1,24,Ukraine,0
0,85,34,70,12,1,1,4,Ukraine,0
0,76,33,52,100,0,1,19,Spain,0
0,188,43,66,927,0,0,26,Japan,0
0,111,2,57,923,0,0,15,Spain,0
0,106,14,59,829,0,1,0,"Saudi Arabia",1
0,153,28,58,7,1,0,3,Italy,0
1,195,28,33,34,1,0,5,China,1
0,158,68,4,42,1,1,24,USA,0
1,131,91,69,739,0,0,26,Polland,0
1,26,52,8,987,0,0,22,Spain,0
0,139,63,5,40,1,1,4,Ukraine,1
0,169,38,37,15,1,1,5,Japan,0
0,91,92,58,38,1,0,11,China,0
0,114,35,88,188,0,0,1,France,0
1,190,24,31,407,0,1,15,France,0
0,150,7,45,44,1,0,2,Polland,1
0,149,28,56,19,1,1,3,USA,1
0,15,56,99,31,1,1,20,China,0
0,195,97,43,39,1,1,0,Italy,0
1,153,46,97,50,1,0,16,France,0
0,150,63,11,48,1,1,18,Italy,0
1,197,38,34,894,0,0,9,Spain,0
1,131,6,21,606,0,0,3,Italy,0
0,72,99,31,954,0,0,11,Italy,0
0,24,67,74,28,1,0,11,Italy,0
0,59,47,64,20,1,0,15,Polland,0
1,191,86,72,854,0,1,30,USA,0
0,186,29,47,838,0,0,2,Japan,0
0,70,66,37,735,0,0,22,Germany,0
1,53,73,5,30,1,1,1,China,0
1,4,14,29,30,1,1,2,Japan,1
0,25,4,11,586,0,1,18,Japan,0
1,101,63,39,45,1,1,24,Ukraine,0
1,178,11,95,407,0,1,4,USA,0
0,53,75,90,295,0,0,12,Italy,0
1,95,11,68,37,1,0,2,Ukraine,1
0,138,54,100,19,1,1,5,Ukraine,0
0,94,57,96,27,1,1,27,Spain,0
0,103,18,45,39,1,0,19,Italy,0
0,135,81,33,89,0,0,4,China,1
1,147,78,19,48,1,0,26,Spain,0
1,78,49,72,212,0,0,14,USA,0
1,155,6,19,426,0,0,24,Ukraine,0
1,196,19,40,38,1,1,10,Polland,0
1,99,86,45,20,1,1,22,Ukraine,0
1,4,53,76,694,0,0,15,Spain,0
0,44,86,86,270,0,0,3,Italy,0
1,48,85,80,14,1,0,3,Germany,1
0,147,91,63,676,0,0,18,Spain,0
0,140,71,37,205,0,1,13,Spain,0
0,198,82,47,677,0,1,9,Italy,0
0,78,90,60,2,1,0,5,USA,1
0,59,13,7,1,1,0,0,Germany,0
0,110,33,29,2,1,1,8,Spain,0
0,171,99,7,429,0,0,27,China,0
1,27,100,7,680,0,0,0,"Saudi Arabia",0
0,97,88,36,708,0,0,30,Ukraine,0
0,48,13,15,324,0,1,13,Japan,0
0,138,83,71,588,0,0,28,Ukraine,0
0,18,92,64,33,1,1,10,Japan,0
1,108,78,88,40,1,0,12,Germany,0
1,40,35,15,32,1,1,1,Germany,1
1,142,57,44,16,1,0,6,Germany,1
1,40,59,6,25,0,1,3,France,1
1,170,24,20,5,1,1,2,Polland,1
1,155,6,59,33,1,1,21,Spain,0
1,39,65,9,359,0,0,19,China,0
0,50,95,9,1,1,0,5,USA,1
1,18,41,76,46,1,0,19,Italy,0
1,122,26,74,45,1,1,7,France,1
0,93,49,32,3,1,0,5,France,1
0,166,31,91,33,1,0,7,"Saudi Arabia",1
0,166,84,82,15,1,0,19,Italy,0
1,148,6,42,48,1,0,6,USA,1
0,13,88,86,30,1,0,9,Spain,0
1,134,92,53,24,1,0,0,"Saudi Arabia",1
1,0,10,59,24,1,0,4,USA,0
0,76,28,60,36,1,0,1,China,1
1,56,26,31,45,1,0,4,Germany,1
1,119,66,96,8,1,0,15,Spain,0
0,184,83,29,38,1,0,6,"Saudi Arabia",1
1,106,53,55,27,1,0,4,China,1
0,136,1,32,2,1,0,13,Ukraine,0
0,89,46,88,952,0,1,9,"Saudi Arabia",0
0,131,58,72,495,0,1,23,Polland,0
1,117,76,18,2,1,0,25,USA,0
0,166,87,81,310,0,0,3,"Saudi Arabia",1
0,50,97,90,27,1,1,3,"Saudi Arabia",1
1,151,31,71,26,1,0,29,Ukraine,0
0,175,34,64,11,1,1,2,Germany,1
0,177,51,94,13,1,1,20,"Saudi Arabia",0
0,159,60,24,46,1,1,11,Polland,0
1,87,62,15,763,0,0,18,Japan,0
0,183,24,15,376,0,0,13,Italy,0
1,33,79,62,46,1,1,18,Ukraine,0
0,190,18,14,570,0,1,1,France,1
0,132,9,22,43,1,0,16,"Saudi Arabia",0
0,73,49,20,41,1,1,16,Ukraine,0
0,197,59,76,772,0,0,25,USA,0
1,25,84,2,49,1,0,23,Polland,0
0,79,85,32,788,0,1,24,Spain,0
0,199,61,93,37,1,0,18,China,0
1,146,33,97,107,0,1,9,China,0
0,44,12,71,17,1,1,0,Germany,1
1,155,94,35,35,1,1,19,Japan,0
0,160,24,12,231,0,1,1,China,1
1,195,78,71,33,1,0,19,Italy,0
1,2,29,25,922,0,0,19,France,0
0,48,27,15,29,1,1,6,USA,1
0,86,76,5,43,1,0,0,Italy,1
0,9,70,56,15,1,1,11,Germany,0
0,81,18,51,28,1,0,7,France,0
0,27,31,77,469,0,1,19,China,0
0,55,100,93,516,0,0,9,Polland,0
1,22,71,77,21,1,1,2,"Saudi Arabia",1
1,162,73,79,24,1,0,1,Italy,0
0,102,92,38,899,0,1,8,China,0
0,44,45,53,518,0,1,7,Italy,1
0,16,2,13,37,1,0,14,Ukraine,0
0,110,74,51,508,0,0,0,Italy,0
0,42,98,56,45,1,1,7,Germany,0
0,198,71,55,314,0,0,26,Ukraine,0
1,124,86,0,7,1,1,19,France,0
1,52,86,91,785,0,1,28,Germany,0
1,4,77,15,479,0,0,19,Polland,0
0,84,24,63,47,1,1,25,Polland,0
0,23,73,87,787,0,1,25,China,0
1,97,83,28,41,1,1,2,Italy,0
0,82,32,58,32,1,1,2,China,1
1,22,14,12,43,1,0,0,Spain,1
0,176,18,80,19,1,0,4,Germany,1
1,49,39,10,11,1,0,16,Ukraine,0
0,129,90,73,46,1,0,15,Italy,0
0,190,12,20,713,0,1,13,China,0
1,41,90,32,337,0,0,14,China,0
0,55,88,41,45,1,1,2,Japan,0
1,23,76,80,32,1,0,0,USA,1
0,75,48,96,19,1,1,2,Polland,1
1,194,43,33,7,1,1,3,USA,1
0,117,51,88,13,1,0,6,Ukraine,1
0,173,68,58,28,1,1,22,Germany,0
0,181,44,46,3,1,1,6,China,0
0,52,15,94,7,1,1,9,Ukraine,0
1,127,4,70,714,0,0,6,Ukraine,1
0,53,86,30,21,1,0,3,"Saudi Arabia",1
0,0,10,81,514,0,0,3,USA,0
0,178,89,22,29,1,1,18,China,0
0,15,7,49,123,0,1,19,USA,0
1,105,76,17,570,0,0,24,"Saudi Arabia",0
1,146,12,79,48,1,1,25,Italy,0
0,55,81,78,668,0,1,19,USA,0
0,146,34,74,23,1,1,28,France,0
1,41,16,90,50,1,1,23,USA,0
1,58,79,29,757,0,1,7,Polland,1
1,75,15,2,49,1,1,7,Germany,1
0,30,73,0,16,1,1,0,"Saudi Arabia",1
1,125,100,33,36,1,1,30,Ukraine,0
1,200,48,90,23,1,0,1,"Saudi Arabia",1
1,48,23,56,45,1,1,7,France,1
1,157,96,75,33,1,0,12,Italy,0
0,111,60,23,33,1,0,2,Italy,0
1,32,91,69,534,0,0,7,China,1
1,192,53,36,10,1,1,10,China,0
1,46,44,91,26,1,1,6,Japan,1
1,176,11,31,365,0,0,5,France,1
0,137,99,14,3,1,1,6,Spain,1
0,90,49,96,22,1,1,2,Ukraine,0
1,97,74,13,92,0,1,20,China,0
1,17,75,12,19,1,1,30,Ukraine,0
0,173,96,98,312,0,1,20,Ukraine,0
1,4,34,96,23,1,0,0,Italy,1
0,17,88,26,18,1,0,0,USA,1
1,20,96,61,894,0,1,20,"Saudi Arabia",0
0,57,98,46,32,1,0,20,China,0
1,49,25,86,108,0,1,7,China,1
1,97,56,22,35,1,1,28,Italy,0
1,135,10,64,15,1,1,6,"Saudi Arabia",1
0,9,100,7,32,1,1,7,France,1
0,149,26,95,371,0,1,30,Italy,0
0,115,98,1,849,0,0,19,Italy,0
1,181,54,86,19,1,0,0,Polland,0
1,30,1,97,26,1,1,25,Italy,0
1,36,46,79,37,1,0,26,USA,0
1,102,87,31,395,0,1,7,Polland,0
1,137,8,71,956,0,1,6,France,1
1,133,37,38,3,1,0,2,Ukraine,0
0,116,85,12,9,1,1,6,Polland,1
0,151,64,10,32,1,1,8,China,0
1,165,36,40,3,1,1,7,"Saudi Arabia",1
1,17,88,77,21,1,0,14,Ukraine,0
0,62,97,55,34,1,0,5,Germany,1
0,137,15,39,14,1,1,20,Polland,0
0,125,21,76,23,1,0,14,Spain,0
1,192,36,34,821,0,0,1,"Saudi Arabia",0
1,129,33,47,374,0,0,19,France,0
0,134,29,99,71,0,0,2,USA,1
0,4,14,96,41,1,0,10,Japan,0
1,198,99,57,35,1,1,17,Polland,0
1,106,54,11,801,0,0,24,France,0
1,121,15,7,13,1,0,21,Ukraine,0
0,72,25,9,730,0,0,4,France,1
0,188,8,70,15,1,1,6,USA,1
0,32,14,51,20,1,1,5,"Saudi Arabia",1
1,31,80,27,951,0,0,24,Germany,0
1,60,26,49,48,1,0,15,"Saudi Arabia",0
0,24,24,31,33,1,0,15,Spain,0
1,108,11,99,207,0,1,11,Italy,0
0,107,52,33,284,0,1,16,Italy,0
1,169,21,21,540,0,0,25,Spain,0
1,52,20,96,564,0,1,30,Italy,0
1,158,53,54,29,1,1,27,Polland,0
1,37,72,33,239,0,0,1,"Saudi Arabia",1
1,129,99,33,49,1,1,20,China,0
0,194,55,95,605,0,0,7,China,1
0,59,11,79,7,1,0,5,Spain,1
1,181,30,19,29,0,0,3,France,1
0,24,13,6,9,1,0,7,Japan,1
0,93,77,0,16,1,1,1,Germany,1
0,40,52,2,8,1,0,21,Polland,0
1,17,97,3,736,0,0,24,Spain,0
1,102,4,94,20,1,1,3,Italy,1
1,63,98,70,34,1,1,25,Germany,0
1,110,76,41,368,0,0,13,"Saudi Arabia",0
1,184,8,94,12,1,0,9,Ukraine,0
0,141,12,90,693,0,1,5,Germany,1
0,88,87,83,46,1,1,5,Spain,1
0,54,14,76,23,1,1,6,Ukraine,1
1,51,24,38,18,1,0,2,China,0
1,46,80,22,3,1,1,7,Ukraine,0
1,85,77,50,38,1,1,8,Japan,0
0,90,6,26,9,1,0,6,Germany,1
1,114,47,9,355,0,1,17,Japan,0
0,139,84,31,20,1,0,4,China,1
1,94,31,19,373,0,0,6,USA,0
1,53,78,22,6,1,1,1,Spain,0
0,125,56,61,7,1,0,1,USA,1
1,153,46,75,49,1,0,19,USA,0
1,0,11,64,700,0,1,17,USA,0
0,13,40,68,618,0,0,2,France,1
1,150,86,55,32,1,0,25,France,0
0,90,41,79,387,0,0,18,Ukraine,0
0,34,71,60,259,0,1,7,Italy,0
0,81,7,59,376,0,0,3,France,1
0,72,71,57,15,1,1,5,USA,1
0,133,95,77,32,1,1,5,Italy,1
0,105,8,56,950,0,1,17,France,0
0,194,92,4,22,1,0,1,Spain,0
0,47,59,22,932,0,1,5,France,0
0,136,14,39,504,0,1,28,Italy,0
1,147,7,11,40,1,0,2,Japan,0
0,98,26,79,894,0,1,27,China,0
1,57,80,61,17,1,0,26,USA,0
1,83,17,17,56,0,1,30,Polland,0
1,23,29,30,444,0,1,17,Italy,0
0,130,27,50,764,0,0,8,France,0
1,20,27,15,937,0,0,14,Germany,0
0,154,5,34,12,1,1,7,"Saudi Arabia",1
1,188,17,18,17,1,1,4,USA,1
0,78,4,60,48,1,1,24,China,0
1,132,4,69,19,1,0,4,China,1
0,21,93,2,3,1,1,4,"Saudi Arabia",1
1,174,66,58,31,1,0,18,Polland,0
0,120,85,76,2,1,0,6,China,1
1,70,90,4,36,1,1,27,China,0
0,83,48,49,123,0,0,9,USA,0
1,68,84,12,1,0,1,1,Germany,1
0,34,24,53,49,1,0,16,Polland,0
1,66,85,29,910,0,0,10,Polland,0
1,181,59,81,722,0,1,5,USA,1
0,163,14,71,19,1,1,30,Polland,0
0,109,69,3,945,0,1,1,China,0
0,161,67,64,267,0,1,3,Polland,1
1,41,45,70,37,1,1,20,Italy,0
0,30,18,35,49,0,0,13,"Saudi Arabia",0
0,22,92,67,68,0,0,23,Japan,0
1,117,9,69,739,0,0,5,Italy,0
0,130,64,40,81,0,0,2,Italy,0
0,93,86,2,41,1,1,0,USA,1
1,13,36,17,13,1,0,16,Italy,0
1,50,3,25,41,0,1,6,China,0
1,109,28,8,315,0,0,22,Polland,0
0,72,28,24,37,1,1,5,Polland,1
1,76,28,13,38,1,1,26,Polland,0
0,70,31,37,47,1,0,24,Polland,0
1,18,38,1,37,1,0,4,Japan,0
1,92,16,29,17,1,0,7,Italy,0
1,100,3,31,964,0,0,0,Ukraine,0
0,109,18,42,39,1,0,14,USA,0
1,119,71,24,35,1,1,2,USA,1
0,162,38,67,5,1,0,13,Japan,0
0,18,93,72,904,0,0,10,Polland,0
1,61,21,30,9,1,1,2,Ukraine,0
1,168,53,11,30,1,1,29,Spain,0
1,136,29,85,489,0,1,28,Spain,0
1,29,1,49,46,1,1,30,Spain,0
1,15,93,44,742,0,0,27,Italy,0
0,61,82,73,438,0,0,9,"Saudi Arabia",0
1,165,85,99,49,1,0,28,Italy,0
0,119,2,58,235,0,1,28,"Saudi Arabia",0
1,132,21,90,12,1,1,7,"Saudi Arabia",1
1,159,80,19,41,1,1,19,Japan,0
0,20,55,25,240,0,0,20,Italy,0
0,146,56,96,917,0,1,1,Ukraine,1
0,77,49,12,34,1,1,18,Spain,0
1,55,65,30,10,1,1,2,France,0
0,44,30,46,27,1,0,21,Polland,0
0,41,29,92,315,0,1,7,"Saudi Arabia",1
0,186,42,46,8,0,1,7,Germany,1
1,95,31,77,13,1,0,1,Italy,0
0,49,92,47,47,1,1,4,"Saudi Arabia",1
1,35,39,56,25,1,0,9,Italy,0
1,0,36,0,728,0,0,5,Germany,1
0,71,26,85,21,1,0,15,Ukraine,0
0,181,81,93,8,1,1,16,Spain,0
1,179,21,97,40,1,1,4,Germany,1
1,144,88,32,54,0,1,11,China,0
1,55,15,27,962,0,1,7,Spain,1
0,130,50,94,13,1,1,20,Japan,0
1,139,39,92,689,0,0,12,"Saudi Arabia",0
0,31,39,57,9,1,0,2,France,1
1,151,96,17,42,1,1,3,Polland,0
0,69,51,67,309,0,0,4,Ukraine,0
0,125,38,73,30,1,1,7,"Saudi Arabia",1
0,71,4,55,11,1,0,30,Italy,0
0,139,15,72,731,0,0,23,Japan,0
1,61,68,29,19,1,1,0,Polland,1
1,144,8,17,45,1,0,24,"Saudi Arabia",0
1,127,54,78,602,0,0,16,Spain,0
1,102,61,81,33,1,1,25,Germany,0
0,133,61,85,12,1,0,6,Germany,1
0,119,34,35,330,0,1,10,China,0
0,47,17,18,200,0,0,8,Spain,0
1,188,9,0,631,0,1,4,Ukraine,1
1,53,68,93,11,1,1,2,"Saudi Arabia",1
1,148,92,80,240,0,1,3,France,1
1,18,13,11,27,1,1,26,Italy,0
0,72,23,90,47,1,1,2,China,0
1,70,54,74,11,1,1,2,"Saudi Arabia",1
0,195,38,86,48,1,1,5,China,1
1,164,81,85,29,1,1,24,China,0
1,62,93,100,662,0,1,6,France,1
1,112,54,54,20,1,0,11,Japan,0
1,82,19,63,27,1,0,25,Italy,0
1,45,32,35,18,1,1,5,France,1
1,121,9,96,30,1,0,5,USA,0
0,92,82,27,17,1,0,14,Spain,0
1,110,37,65,24,1,1,8,Ukraine,0
0,150,46,47,10,1,0,6,Germany,1
0,112,21,32,49,1,0,22,China,0
0,53,9,43,38,1,0,6,Germany,1
1,128,65,53,37,1,0,6,USA,1
0,12,40,74,42,1,1,21,Germany,0
1,32,94,17,33,1,0,2,Spain,1
0,22,14,52,13,1,0,22,China,0
1,161,45,33,48,1,0,3,Spain,1
0,67,62,58,18,1,0,21,France,0
0,114,45,0,341,0,0,27,Japan,0
1,65,35,98,25,1,1,14,Polland,0
1,197,17,27,929,0,0,3,Ukraine,0
1,94,78,94,40,1,1,0,France,1
0,83,96,11,34,1,0,3,Ukraine,1
1,87,53,16,5,1,1,24,Spain,0
1,192,74,3,11,1,1,14,USA,0
1,164,35,4,27,1,0,10,Japan,0
1,58,13,91,17,1,1,3,Germany,1
1,172,89,28,17,1,1,6,Polland,1
0,22,70,55,48,1,1,0,USA,1
0,192,54,96,12,1,1,3,France,1
0,71,23,35,26,1,0,10,"Saudi Arabia",0
1,127,15,84,868,0,0,20,Spain,0
1,18,13,10,919,0,1,10,"Saudi Arabia",0
0,40,6,67,23,1,0,24,Japan,0
0,43,76,57,689,0,1,4,Japan,0
1,46,50,63,778,0,0,22,"Saudi Arabia",0
1,77,21,10,995,0,1,29,China,0
0,50,57,31,15,1,0,13,Italy,0
1,69,17,59,44,1,0,5,Italy,1
0,27,75,62,18,1,0,11,Polland,0
1,15,81,45,160,0,1,12,"Saudi Arabia",0
0,14,7,50,906,0,1,5,Germany,0
0,101,93,8,14,1,0,2,Japan,0
0,121,50,16,45,1,0,18,Polland,0
1,75,76,93,190,0,0,19,France,0
1,31,64,50,211,0,0,25,Polland,0
0,89,75,87,45,1,0,12,Germany,0
0,96,2,28,15,1,1,2,Polland,0
0,179,91,63,548,0,0,11,Japan,0
0,118,78,60,36,1,1,6,USA,1
1,115,92,57,46,1,0,14,"Saudi Arabia",0
0,53,67,6,837,0,1,14,USA,0
0,190,15,90,411,0,0,22,France,0
1,84,21,25,346,0,0,1,USA,0
1,157,39,52,644,0,0,11,Spain,0
0,198,35,55,24,1,0,2,China,0
0,159,15,100,26,1,0,13,Ukraine,0
1,190,78,79,130,0,1,13,Spain,0
1,86,54,3,804,0,0,3,Germany,1
1,30,89,17,49,1,0,23,USA,0
0,49,21,70,46,1,1,0,Polland,0
1,150,48,19,998,0,1,9,France,0
1,191,39,18,45,1,1,29,China,0
1,98,62,61,17,1,1,1,Spain,1
0,148,46,12,843,0,1,1,Polland,0
0,81,98,15,43,1,1,3,France,0
0,138,30,5,49,1,1,19,China,0
1,70,92,23,920,0,0,28,Japan,0
1,142,3,20,537,0,0,12,Japan,0
0,183,4,21,594,0,1,6,Germany,1
1,146,75,83,834,0,0,10,"Saudi Arabia",0
1,60,71,79,290,0,1,4,Japan,0
0,199,10,22,26,1,0,14,Italy,0
1,150,80,39,388,0,1,5,USA,1
0,27,22,3,39,1,0,7,Germany,1
0,92,37,85,13,1,1,5,Germany,1
0,177,54,30,22,1,0,25,Polland,0
0,132,94,95,920,0,1,24,Ukraine,0
1,170,45,84,337,0,0,12,Italy,0
1,17,77,20,15,1,1,18,USA,0
1,111,13,36,987,0,1,7,USA,1
1,51,4,76,24,1,1,2,"Saudi Arabia",1
1,104,95,16,27,1,0,0,USA,1
1,171,64,32,30,1,1,8,France,0
0,92,16,100,38,1,0,26,Italy,0
0,147,2,15,34,1,1,9,Japan,0
0,132,56,66,46,1,0,14,China,0
1,84,34,7,501,0,0,12,China,0
0,146,82,87,50,1,0,7,Germany,1
0,6,96,47,32,1,1,9,Japan,0
1,133,73,20,731,0,1,19,France,0
0,182,18,24,426,0,0,5,Spain,0
0,146,48,1,258,0,0,21,Japan,0
0,68,32,38,11,1,0,21,Germany,0
1,104,86,76,32,1,0,7,Germany,1
1,190,59,71,541,0,0,3,Germany,1
0,117,7,92,18,1,1,7,China,1
1,132,78,54,13,1,0,2,Polland,0
0,152,62,57,2,1,1,5,China,1
1,118,55,55,5,1,1,21,Germany,0
0,125,78,39,26,1,1,7,Japan,0
1,192,40,18,6,1,0,16,Ukraine,0
1,138,25,6,699,0,1,22,Japan,0
1,30,98,40,33,1,1,7,China,1
1,17,50,55,5,1,0,30,Italy,0
0,92,73,3,722,0,0,30,Polland,0
1,17,69,78,17,1,1,8,Ukraine,0
0,85,45,82,845,0,1,9,China,0
0,133,32,95,17,1,0,6,Italy,1
1,70,7,31,7,1,1,21,Italy,0
1,168,24,100,47,0,1,5,USA,1
1,192,44,58,45,1,1,23,Japan,0
1,57,45,74,21,1,0,1,Ukraine,0
1,138,71,22,49,1,1,1,Polland,0
1,60,83,52,104,0,0,18,Ukraine,0
1,123,63,11,957,0,0,29,Japan,0
1,112,2,33,23,1,1,0,France,1
0,32,66,77,44,1,0,29,Italy,0
0,40,92,87,625,0,1,19,Italy,0
1,72,69,96,15,1,0,12,Ukraine,0
0,36,37,45,150,0,1,26,Japan,0
1,150,47,58,32,1,0,9,China,0
0,135,71,62,240,0,1,17,France,0
1,1,47,26,614,0,1,21,"Saudi Arabia",0
0,104,36,93,11,1,1,16,China,0
0,102,6,0,10,0,1,12,Spain,0
1,76,9,83,3,1,0,27,Spain,0
1,6,42,94,26,1,0,3,Ukraine,0
0,138,52,79,49,1,0,24,USA,0
0,29,74,23,3,1,0,10,Ukraine,0
1,182,51,23,21,0,0,23,"Saudi Arabia",0
0,110,57,57,14,1,1,4,Polland,0
1,133,48,18,993,0,1,13,Ukraine,0
0,169,81,80,704,0,0,4,"Saudi Arabia",1
0,183,28,70,26,1,1,6,USA,0
1,114,45,78,751,0,1,21,Japan,0
1,168,29,80,850,0,0,17,Italy,0
0,49,77,4,10,1,1,5,France,1
0,109,31,28,2,1,1,1,France,1
0,178,82,16,11,1,0,0,China,0
0,96,91,95,504,0,1,6,Germany,0
1,107,97,82,39,1,1,30,Ukraine,0
0,58,3,16,973,0,1,2,Italy,0
1,133,29,16,40,1,0,4,Germany,1
0,171,54,10,14,1,1,30,China,0
0,137,93,44,23,1,1,0,Germany,0
0,32,86,69,297,0,1,29,China,0
1,4,94,2,987,0,0,26,Italy,0
1,47,88,99,30,1,0,13,Japan,0
0,184,40,74,33,1,1,0,Spain,1
1,117,92,74,11,1,1,5,France,1
0,187,13,35,5,1,0,2,France,0
0,144,50,14,355,0,0,14,Polland,0
1,72,73,61,50,1,0,29,Polland,0
1,39,2,83,27,1,1,29,Spain,0
1,51,42,57,257,0,0,10,Polland,0
1,64,29,36,429,0,0,26,Ukraine,0
1,9,82,56,918,0,0,13,Japan,0
0,84,78,11,254,0,0,19,Italy,0
1,200,50,50,346,0,0,2,USA,0
1,173,58,14,35,1,1,20,Polland,0
0,154,66,96,321,0,0,7,Germany,1
1,156,72,61,48,0,1,1,Japan,0
1,32,72,14,197,0,0,3,Spain,1
1,3,16,63,30,1,1,6,Italy,0
1,61,90,5,20,1,0,4,USA,1
1,144,98,49,6,1,0,4,Italy,0
0,162,38,62,38,1,0,28,Italy,0
1,37,62,10,323,0,0,19,France,0
1,135,4,77,736,0,1,12,USA,0
1,13,60,51,12,1,0,15,China,0
1,21,47,41,806,0,1,21,China,0
1,31,12,79,387,0,1,0,Germany,1
0,110,56,83,12,1,1,27,Polland,0
